"lhwages" "education" "gender"
3.38540669575583 17 "Female"
2.48240351956988 5.5 "Male"
2.19722457733622 9 "Male"
3.24259235148552 13 "Male"
2.74727091425549 13 "Male"
2.39789527279837 4 "Male"
2.42036812865043 12 "Male"
3.49377656295525 18 "Female"
2.65324196460721 14 "Male"
3.3603753871419 20 "Male"
1.90210752639692 12 "Male"
3.35130661204869 15 "Female"
3.10324048126928 19 "Male"
3.42491390827947 20 "Male"
3.27298515051523 18 "Female"
3.50495661595301 16.5 "Male"
2.55412171880947 13 "Female"
2.90635446240277 14.5 "Male"
2.61006979274201 16 "Female"
2.9041650800285 17 "Female"
2.8106067894273 9 "Female"
3.08236858021354 13 "Male"
3.24259235148552 18 "Female"
2.94443897916644 11 "Female"
2.57031952763613 16 "Male"
1.94591014905531 12 "Female"
3.71259598073125 17 "Female"
3.54587475969693 17 "Female"
2.42036812865043 10.5 "Female"
3.17805383034795 14.5 "Male"
1.94591014905531 14 "Female"
3.13723183582769 13.5 "Female"
3.00071981506503 17.1 "Female"
2.63260800593535 18 "Female"
2.92959247104945 18 "Male"
3.19376312405313 20 "Male"
1.9213246735827 13 "Female"
3.04022751344054 16.2 "Male"
2.69799986524871 12 "Female"
2.65955999194178 12.5 "Female"
2.63905732961526 18 "Male"
2.484906649788 12 "Female"
2.85819285953193 17 "Male"
2.29152414563462 11 "Female"
2.49568172295596 12 "Female"
2.70805020110221 12 "Male"
2.88480071284671 13 "Male"
2.52972066557779 12.5 "Female"
3.32251485962769 17 "Female"
2.30258509299405 14 "Female"
2.28543893415908 14 "Female"
3.10144272797611 16 "Female"
2.95491027903374 18.1 "Male"
1.98100146886658 12 "Male"
2.484906649788 13.5 "Female"
3.47072344431077 18 "Female"
2.278292400425 14 "Female"
3.07269331469012 11 "Male"
2.80336038090653 12 "Female"
2.70805020110221 17 "Male"
2.95491027903374 18.5 "Male"
2.76253838638628 16.3 "Male"
2.41591377830105 8.5 "Male"
2.26176309847379 10 "Female"
2.63905732961526 17 "Female"
2.99573227355399 13 "Male"
2.07944154167984 17 "Female"
2.01356879752913 12 "Female"
2.93225985059842 13 "Male"
3.03302805829769 18 "Female"
3.27260614728917 8 "Male"
2.30258509299405 16 "Female"
1.96009478404727 9 "Female"
3.51452606696916 13 "Male"
3.40916555131133 17 "Male"
2.56494935746154 18 "Female"
2.93066027681028 17 "Female"
1.14740245283754 11.5 "Female"
2.42125662271154 12 "Female"
2.52572864430826 11 "Female"
2.17475172148416 12.3 "Female"
2.66722820658195 17 "Female"
3.19171015679543 15.3 "Male"
2.19722457733622 17 "Male"
3.07269331469012 13.1 "Female"
2.54866361559075 12 "Female"
2.73176672771953 11 "Male"
2.67345875633259 16 "Female"
2.64262239577975 15 "Male"
2.79850010402428 7.6 "Male"
2.07944154167984 11.2 "Female"
2.60268968544438 16.1 "Female"
2.484906649788 20 "Male"
3.31163730494951 16 "Male"
2.42657107277504 17.5 "Male"
2.75810940097495 12.5 "Male"
2.38600670113312 14 "Male"
2.42391737816157 10 "Female"
3.3603753871419 12 "Male"
2.70805020110221 13 "Male"
1.95727390770563 16 "Male"
2.905807566026 16.1 "Male"
2.4423470353692 13.5 "Male"
2.77258872223978 15 "Female"
2.484906649788 13 "Female"
2.09556092355972 10 "Female"
2.94443897916644 8 "Male"
1.94591014905531 18.5 "Female"
2.15292431843964 12 "Female"
3.15529684322533 18 "Female"
1.78002421300963 10.5 "Female"
2.98315349134713 17.4 "Male"
2.598235335095 10.6 "Female"
2.7408400239252 12 "Female"
1.96290772542388 12 "Female"
2.21266038546606 17 "Female"
2.88368276974537 16 "Female"
2.93119375241642 15 "Male"
3.02042488614436 17 "Female"
3.45946628978613 17.3 "Male"
2.20276475771183 11.1 "Female"
2.4423470353692 9 "Female"
2.39789527279837 10 "Female"
2.38047163165112 0 "Male"
3.22207071576472 14 "Male"
2.32238772029023 12 "Female"
3.17805383034795 15 "Male"
2.79116510781272 12.1 "Male"
2.91180703861623 12 "Male"
1.28647402583768 13 "Male"
3.17805383034795 11 "Male"
2.77258872223978 12.5 "Female"
2.67414864942653 12.6 "Female"
3.1271990362963 8 "Male"
2.95386806945529 12 "Male"
2.07944154167984 11 "Female"
2.6159349121944 12 "Male"
2.24283508858827 12.5 "Female"
3.3603753871419 16 "Female"
3.3603753871419 14 "Female"
3.05541527571516 15 "Male"
3.19703913025903 13 "Female"
2.77258872223978 12.5 "Male"
2.83732253680635 14 "Female"
3.63758615972639 17 "Male"
3.00071981506503 14 "Male"
2.90087199253003 12 "Female"
2.07944154167984 13 "Female"
3.32647383546622 17.3 "Female"
2.86733055874947 9 "Male"
2.73176672771953 11 "Male"
2.63905732961526 8 "Male"
2.70805020110221 13 "Male"
2.60933422816305 14.1 "Female"
2.83321334405622 11.5 "Male"
2.2512917986065 3 "Female"
2.86220088092947 12 "Female"
2.87976009730157 13 "Male"
2.70805020110221 13 "Female"
2.26695791535089 12.5 "Female"
2.89259151463448 15 "Male"
3.32323584019244 16 "Male"
2.73176672771953 12 "Female"
2.9912221180761 13 "Female"
2.484906649788 7 "Male"
1.94591014905531 9.5 "Female"
1.86252854011626 7 "Female"
2.30258509299405 16.5 "Male"
2.60194867021966 10.5 "Female"
3.12236492448736 12.7 "Male"
2.57031952763613 19 "Male"
1.90210752639692 6 "Female"
3.01944880017131 11 "Female"
3.24259235148552 18 "Female"
2.04769284336526 13 "Female"
3.76584049525006 16.5 "Male"
2.93066027681028 16 "Female"
3.13462427242061 15 "Female"
2.64191039859766 9 "Female"
2.70001802940495 13 "Female"
2.02814824729229 9 "Female"
2.16905370036952 11 "Female"
2.39425228151987 12.5 "Female"
2.61958321977988 19 "Female"
3.29583686600433 15 "Female"
2.50225528812261 12 "Female"
3.40452517175483 13 "Male"
2.90361698464619 11.5 "Male"
2.30258509299405 12 "Female"
2.91993056013771 12 "Male"
3.2188758248682 11 "Male"
2.06051353179432 9 "Female"
2.6440448711263 12.7 "Female"
2.484906649788 12 "Male"
2.07944154167984 14 "Female"
3.34497970166393 15 "Male"
2.25023861262184 9 "Female"
2.71071331852169 13 "Female"
2.82731362192903 12.6 "Female"
3.3083508312958 14.8 "Female"
2.08567209143047 12 "Female"
2.30258509299405 15 "Male"
2.95491027903374 16 "Female"
1.7227665977411 12 "Female"
2.43009841329301 12 "Male"
2.94127608775793 16 "Female"
2.90197089373952 12 "Female"
3.03687421688517 13.8 "Female"
3.17805383034795 17 "Male"
3.32647383546622 18 "Male"
3.54269694393586 12 "Male"
2.76443053453832 10.5 "Female"
3.4626060097908 8 "Male"
2.484906649788 8 "Male"
2.06559613485778 12 "Female"
1.90210752639692 20 "Male"
2.89037175789616 15 "Male"
3.26499576048175 17 "Female"
3.51452606696916 13 "Male"
2.99573227355399 12 "Male"
2.76316950032329 11 "Male"
2.01223279198639 12.7 "Female"
3.33719205168624 16 "Female"
2.03731661537916 5 "Female"
2.63044895507866 10 "Male"
2.85876641848083 5 "Male"
2.64262239577975 10.5 "Male"
2.60564826748413 12 "Female"
2.98870765861703 12.5 "Male"
2.92959247104945 16.5 "Male"
3.07269331469012 16 "Male"
2.90962957450058 12.5 "Male"
2.11142458753289 10.5 "Female"
3.03735394824481 12 "Female"
2.484906649788 12 "Male"
2.66444656362008 10 "Female"
2.56186769092413 18 "Male"
2.83321334405622 14 "Male"
2.74148497718845 12.8 "Male"
3.2188758248682 17.5 "Female"
2.94443897916644 12 "Male"
2.14006616349627 12 "Female"
2.07944154167984 13 "Female"
3.01798288248881 17 "Male"
2.93757335938046 14 "Female"
2.30258509299405 12 "Male"
2.50878592357794 13.7 "Female"
2.65885995691144 13 "Female"
2.19722457733622 12.5 "Female"
2.96165829322024 10 "Male"
2.35707327827812 13.4 "Female"
3.1393996233664 12.5 "Female"
3.0652583362026 13 "Male"
2.80336038090653 12 "Male"
2.75684036527164 10 "Male"
2.58097411853423 16 "Male"
2.83907846350861 15 "Female"
2.77757626375082 14 "Male"
2.75047091698616 10 "Male"
2.57489968831471 19 "Male"
2.74212951475507 13.6 "Male"
3.13723183582769 16 "Male"
2.07944154167984 12 "Male"
2.38416507998647 10 "Female"
2.55022611590864 10 "Male"
2.78006073707848 12 "Male"
3.07269331469012 12.7 "Male"
2.51365606307399 15.4 "Female"
2.79239134953596 15 "Female"
2.95491027903374 11.5 "Female"
2.58248697812686 10 "Male"
3.06479180948549 15 "Male"
2.78809290877575 9 "Male"
3.16251709119882 13 "Female"
2.07944154167984 16 "Female"
3.04452243772342 11 "Female"
2.48740352998659 13.8 "Female"
2.30258509299405 13.4 "Female"
2.97960289162411 12.5 "Male"
2.30258509299405 11.3 "Male"
3.20842136696434 19 "Female"
2.62103882411258 17 "Female"
2.67414864942653 14.3 "Female"
2.24918431626693 8 "Male"
2.21920348405499 13 "Female"
2.67552700939665 15 "Female"
2.8142103969306 12.5 "Male"
2.07568449280212 10 "Female"
3.1267605359604 12 "Male"
2.87751164216656 15 "Female"
2.73176672771953 16.2 "Male"
3.21567069391925 12.5 "Male"
2.69462718077007 9 "Male"
2.23323501485925 14.5 "Female"
2.33698651971138 17 "Female"
3.40119738166216 16 "Female"
2.70805020110221 15.8 "Male"
3.09285898428471 17 "Female"
3.17805383034795 15 "Male"
2.83321334405622 15 "Female"
2.94443897916644 12.8 "Male"
2.70805020110221 12.5 "Male"
3.17805383034795 16 "Female"
2.53765721517353 12 "Female"
2.35707327827812 15 "Male"
2.06432790386979 14.3 "Female"
2.56032328907275 17 "Male"
2.75874331541773 16 "Male"
3.17805383034795 6 "Male"
3.20639830335709 18.5 "Female"
2.94233149682688 15.8 "Male"
2.49568172295596 11 "Male"
2.68239045432163 13 "Male"
2.56494935746154 16 "Male"
2.61153930072137 14.5 "Male"
2.24070968927596 10 "Female"
2.69259809654329 17 "Female"
2.4423470353692 13 "Female"
2.30258509299405 14.5 "Female"
3.3603753871419 12 "Male"
2.96424160646262 11.5 "Male"
3.17805383034795 15 "Female"
3.15359035816957 12.5 "Male"
2.72981169288372 13 "Female"
2.52412736294128 13 "Male"
2.68444033546308 12.7 "Female"
2.18717424148272 10.1 "Female"
2.80093319524892 11 "Female"
2.81899509505394 19.5 "Male"
2.73046379593911 12.3 "Male"
3.28166281296697 16.5 "Male"
3.03831272108911 13 "Male"
3.6464937376175 20 "Female"
2.19722457733622 13 "Male"
3.24376354037598 14 "Female"
3.42491390827947 16.5 "Male"
1.63899671467564 12.5 "Female"
3.07269331469012 15 "Male"
3.3603753871419 15 "Female"
2.7033726115511 19 "Male"
3.17805383034795 12.5 "Male"
3.33790253128984 14 "Female"
1.86872051036418 10 "Female"
2.56955412384829 13 "Female"
2.85991255041146 9 "Male"
3.08831145484708 17 "Female"
2.93332481342537 14 "Female"
3.37485340632255 16.2 "Male"
2.62103882411258 17.4 "Female"
2.32434658477556 13.2 "Male"
3.09058780456667 16 "Female"
2.72457950305342 12 "Male"
3.08831145484708 11 "Female"
3.59236855373309 17 "Male"
2.52412736294128 10 "Male"
2.77633170851862 16 "Female"
2.82435065679837 10.5 "Female"
2.63905732961526 15 "Male"
1.94591014905531 16 "Male"
2.11986345617875 14 "Female"
2.46640317822344 13 "Female"
2.50552593699074 12.5 "Female"
3.08831145484708 17 "Male"
2.32042501112238 10 "Female"
2.93438864331294 13.5 "Male"
3.10054263790634 13 "Male"
3.06058324587361 12 "Male"
2.47401420862158 13 "Female"
3.2236643416 12 "Male"
2.77258872223978 12 "Male"
2.70068984669592 17.5 "Female"
2.94021956362373 20 "Male"
3.04927304048202 15 "Female"
2.30258509299405 12 "Female"
1.83258146374831 10.5 "Female"
2.19722457733622 9 "Female"
2.56494935746154 10 "Male"
1.9473377010465 4 "Female"
2.62321826558551 10.5 "Female"
2.73631366637507 11.2 "Female"
2.4423470353692 15 "Female"
3.38844980883965 13.5 "Male"
3.50825645395556 16.1 "Female"
3.09467222140889 12 "Male"
2.52652832447882 13 "Female"
2.25863320546486 15 "Male"
2.26799364822443 10 "Male"
2.94654202936322 20 "Female"
2.56494935746154 17.1 "Female"
2.19722457733622 8 "Female"
3.12148347885955 15 "Male"
1.90954250488444 12 "Female"
3.29509585077961 20 "Female"
3.40452517175483 16 "Female"
3.65738878702257 11.5 "Male"
2.89756802476676 16 "Male"
2.83321334405622 8.2 "Male"
2.39789527279837 10 "Male"
1.88858365386359 16 "Male"
2.95438931001961 13 "Female"
3.64805745959368 15.2 "Male"
3.30908209275435 19.7 "Female"
2.18605127673809 12 "Male"
2.484906649788 15 "Male"
2.8136106967627 12 "Male"
2.92208573338569 8 "Male"
2.94443897916644 13 "Male"
3.23907053215372 16.5 "Female"
3.13723183582769 17 "Female"
2.67207754064339 12 "Male"
2.01490302054226 12 "Female"
2.4466854369678 10.5 "Female"
2.484906649788 15 "Female"
2.86619290219901 18 "Male"
2.30258509299405 19.3 "Female"
2.7434173449395 12 "Male"
1.94591014905531 12.5 "Female"
1.90210752639692 12.5 "Female"
2.87186828633161 16 "Female"
2.31055326264322 13 "Female"
2.90361698464619 16.5 "Male"
2.97348666460667 20 "Male"
1.65249740189455 15 "Female"
3.23632273847192 10.6 "Male"
2.70001802940495 12 "Female"
3.11484775444415 15 "Male"
2.2554934854602 8.5 "Male"
2.2321626286975 13 "Female"
3.28914787785353 12.5 "Female"
3.1646308100158 13 "Female"
2.2512917986065 12 "Female"
2.48240351956988 14.1 "Male"
2.76568998054862 13 "Female"
3.13723183582769 20 "Female"
2.68307421503203 12 "Female"
2.17361471169709 12.5 "Male"
2.92959247104945 17 "Male"
2.0515563381903 14 "Male"
2.76316950032329 14.5 "Female"
3.44041809481544 16 "Female"
3.63942657039441 19 "Male"
1.74919985480926 14.3 "Female"
2.484906649788 8 "Male"
2.55800220485855 9 "Male"
2.73176672771953 12.5 "Male"
3.23632273847192 11 "Male"
2.16332302566054 12 "Female"
2.79239134953596 15.1 "Male"
3.07269331469012 18 "Female"
2.68444033546308 13.1 "Female"
3.70278235928293 15 "Female"
2.61739583283408 20 "Female"
3.17805383034795 12 "Female"
2.90361698464619 14.5 "Male"
2.58399755243223 14 "Female"
2.27212588550934 11 "Female"
2.37490575457367 13.6 "Female"
0.832909122935104 12 "Female"
3.1929424428417 12 "Male"
2.70001802940495 16 "Female"
2.84141491316963 14 "Male"
2.83907846350861 12 "Female"
2.66722820658195 12 "Female"
2.02287119019144 14 "Female"
2.27726728500976 11 "Male"
2.91560622907471 19 "Male"
3.09467222140889 20 "Female"
3.29324090682351 14 "Female"
3.1072736482869 18.7 "Male"
2.95491027903374 19 "Female"
3.07639017657145 13 "Male"
2.11986345617875 15 "Male"
3.10324048126928 20 "Female"
3.39785848039664 14 "Male"
3.17010566049877 17 "Female"
3.34356826882552 17 "Male"
2.52412736294128 12 "Female"
2.90361698464619 17 "Female"
3.13723183582769 16 "Female"
2.77196352684586 15.2 "Male"
2.95491027903374 10 "Male"
2.4748563139345 12 "Female"
2.89037175789616 12 "Male"
3.45757771509826 17 "Female"
3.17805383034795 15 "Female"
3.18013499655177 14 "Male"
2.95491027903374 12 "Male"
2.84839168565528 11.2 "Male"
3.80176161117061 11 "Male"
2.64048488160644 9 "Male"
2.07944154167984 15.6 "Female"
2.55412171880947 14 "Female"
2.62466859216316 11 "Female"
3.10548313751311 13.8 "Male"
2.16905370036952 10 "Female"
2.18492704952581 12.5 "Female"
2.71866038021423 14.6 "Female"
1.81319474994812 12.6 "Female"
2.14006616349627 9 "Female"
2.83321334405622 9 "Male"
3.17805383034795 11 "Male"
2.74534598584591 12 "Female"
2.60120710548416 9 "Female"
2.52572864430826 13.5 "Female"
3.07269331469012 13 "Male"
3.25231060095444 18 "Male"
1.74919985480926 12 "Male"
2.70805020110221 6 "Male"
2.99423114742772 13 "Female"
2.61739583283408 15 "Female"
2.85933964864844 10 "Male"
2.12942147398486 11 "Male"
2.15176220325946 9 "Male"
2.41412646772695 0 "Male"
2.66722820658195 13.2 "Male"
2.77258872223978 13.5 "Male"
3.02723094061336 13 "Male"
2.46809953147162 9 "Female"
3.13723183582769 20 "Male"
2.47653840011748 12 "Female"
3.85777799057575 16 "Female"
2.76253838638628 12 "Male"
2.49072303510944 13 "Female"
2.99573227355399 17 "Male"
2.52412736294128 12.5 "Female"
2.07065303564676 12 "Female"
3.40916555131133 17 "Female"
2.50143595173921 13 "Male"
2.93119375241642 18 "Female"
2.76945882923085 13 "Male"
2.56494935746154 17.5 "Female"
2.73176672771953 12 "Female"
1.96009478404727 9 "Female"
2.3832429960115 11 "Male"
2.73176672771953 12 "Male"
3.06292352309431 16 "Male"
1.95727390770563 17 "Female"
3.28728185753226 14 "Male"
2.70805020110221 13 "Female"
3.40119738166216 16 "Male"
2.86903462050803 12 "Male"
2.30258509299405 9 "Female"
2.29152414563462 18 "Female"
3.2188758248682 15 "Female"
3.46947888907856 20 "Male"
3.2188758248682 13 "Female"
1.99605993274078 12.5 "Female"
2.72326716690707 10 "Male"
2.89037175789616 12 "Male"
3.32503602069659 9 "Female"
3.69012867351437 20 "Female"
2.52572864430826 9.5 "Male"
2.5687881337687 9 "Female"
2.88200350822565 13 "Male"
2.70805020110221 14 "Male"
2.30258509299405 13 "Female"
2.42391737816157 13 "Male"
2.02022218201986 12 "Female"
2.70537997254633 13 "Male"
2.32825283974262 10 "Male"
2.78624504868727 12 "Male"
3.5142284036242 15.5 "Female"
2.39789527279837 14.8 "Male"
3.01062088604774 12 "Female"
2.75684036527164 20 "Male"
2.60933422816305 13 "Female"
2.4423470353692 12 "Male"
3.48553853009591 12 "Male"
3.3579418729912 15.5 "Male"
2.26176309847379 12 "Female"
2.80396625793204 13 "Male"
3.18096625179498 19 "Female"
2.80336038090653 18 "Male"
2.68852753461335 9 "Male"
2.94443897916644 18.3 "Male"
2.01490302054226 15 "Male"
2.95491027903374 7 "Male"
2.77258872223978 10 "Male"
2.78624504868727 10 "Male"
1.9213246735827 14.3 "Male"
1.29198368164865 13.5 "Female"
2.95491027903374 12 "Female"
2.32042501112238 15.3 "Female"
2.87694873756402 10 "Male"
2.65535241210176 13 "Female"
2.30258509299405 20 "Female"
1.94591014905531 17 "Female"
3.10861443061066 17.5 "Female"
1.45628673293993 13 "Female"
2.44408465526775 9 "Female"
1.92424865227413 8 "Female"
1.87640694328834 10 "Female"
3.17638577324725 14 "Male"
3.35828988065088 17.5 "Male"
3.13723183582769 13.5 "Male"
2.82197394742052 12 "Female"
3.17805383034795 12 "Male"
2.97297528643137 14.1 "Male"
2.14593128294867 11 "Female"
2.96475746925456 15 "Male"
3.19785645764413 19 "Male"
2.83321334405622 10.5 "Male"
3.00370044320317 16 "Male"
2.92100872735805 13.1 "Female"
2.55022611590864 15 "Female"
3.25037449192757 12 "Female"
3.26231838271104 16 "Male"
3.02723094061336 14 "Female"
2.48407296903942 13.5 "Male"
3.45663208855026 12 "Male"
2.39789527279837 10 "Female"
3.10906095886099 15.1 "Female"
2.90361698464619 10 "Female"
2.51688969564105 9 "Male"
3.5142284036242 17 "Male"
3.03735394824481 18 "Female"
2.72654478373837 12 "Female"
2.83907846350861 13 "Male"
2.45787797740008 8 "Male"
1.94591014905531 13 "Female"
1.73871024813824 10 "Female"
3.11529150861163 15 "Male"
2.14358936150359 13 "Female"
2.64830019669644 19 "Male"
2.79239134953596 14.5 "Female"
2.50878592357794 17.5 "Female"
2.22245904851476 12 "Female"
2.70805020110221 17 "Male"
2.97603964020825 13.9 "Female"
3.32467624375441 18.1 "Female"
1.89160480419777 12.5 "Female"
2.94021956362373 12 "Male"
2.90361698464619 14.1 "Female"
3.37622139559198 16 "Male"
2.80032547721138 13 "Female"
2.44147709186066 12 "Female"
2.58399755243223 12.5 "Male"
2.68033636253469 18.1 "Female"
2.73176672771953 13.5 "Male"
2.79728133483015 13 "Female"
2.484906649788 13.5 "Male"
2.15292431843964 14.8 "Female"
3.2418107961507 17.3 "Female"
3.07269331469012 12 "Male"
2.70805020110221 13 "Male"
2.19722457733622 14 "Female"
2.54944517092557 14 "Female"
2.77258872223978 16 "Female"
2.89203703721523 15 "Female"
2.90471287516682 14 "Male"
2.76253838638628 20 "Male"
1.91102289005487 13 "Female"
2.97960289162411 11 "Male"
3.17805383034795 16 "Male"
1.94591014905531 12 "Female"
3.31962572796834 18 "Male"
3.32970137995709 12.2 "Male"
2.66374994220563 10 "Male"
2.88144312715186 8 "Male"
2.70805020110221 12 "Male"
3.04452243772342 10 "Female"
3.2188758248682 16 "Male"
3.05022045883806 17 "Female"
2.598235335095 16.6 "Female"
3.01111337559229 14 "Male"
3.13723183582769 11 "Female"
3.17805383034795 16 "Male"
3.04213864636815 13 "Male"
2.01490302054226 11.5 "Female"
2.8530159713524 12 "Male"
3.05870707271538 10 "Female"
2.70805020110221 12.5 "Male"
2.60712428251225 13 "Female"
3.48553853009591 18 "Male"
3.86869788068977 19 "Male"
3.41378449716763 14 "Male"
3.13549421592915 14 "Male"
3.13723183582769 12 "Female"
2.62611681833952 10 "Female"
2.484906649788 12 "Male"
2.81540871942271 19 "Female"
2.54944517092557 14.5 "Female"
2.99573227355399 16 "Male"
2.20055236742889 16 "Female"
3.40916555131133 18 "Male"
2.81720351499873 12 "Female"
2.30258509299405 9 "Male"
2.54788144894939 11.5 "Male"
3.05917644611053 20 "Male"
2.99922616280825 16 "Male"
2.95491027903374 12 "Male"
3.56104608260405 14 "Female"
1.90359895098359 12 "Female"
3.07269331469012 12 "Male"
2.69732623773923 10 "Male"
2.95386806945529 9 "Male"
2.5152741864044 12.5 "Female"
3.04642538786951 12 "Female"
1.90954250488444 11 "Female"
2.39607543608138 12 "Male"
2.37024374146786 15 "Female"
2.87186828633161 15 "Male"
3.3603753871419 12.2 "Male"
2.6658383522929 16 "Female"
2.46894663020927 10 "Male"
3.09104245335832 10 "Male"
2.4518667957098 13.4 "Female"
2.24389609664537 12 "Male"
2.99071973173045 17 "Male"
2.95491027903374 15.1 "Male"
2.32042501112238 12 "Female"
1.99470031322475 18 "Female"
